algorithm,options,silhouette_score,calinski_harabasz_score,davies_bouldin_score,random_state,n_clusters,options_str,config_key
AgglomerativeClustering,"{'linkage': 'average', 'metric': 'euclidean'}",0.3761917692132292,962.1866689787066,0.7430509342939752,,6,"{""linkage"": ""average"", ""metric"": ""euclidean""}","('AgglomerativeClustering', 6, '{""linkage"": ""average"", ""metric"": ""euclidean""}')"
