algorithm,options,silhouette_score,calinski_harabasz_score,davies_bouldin_score,random_state,n_clusters,options_str,config_key
KMeans,"{'init': 'random', 'algorithm': 'elkan'}",0.40953584801419773,1182.1407851618878,1.0190469173284622,789.0,8,"{""algorithm"": ""elkan"", ""init"": ""random""}","('KMeans', 8, '{""algorithm"": ""elkan"", ""init"": ""random""}')"
