algorithm,options,silhouette_score,calinski_harabasz_score,davies_bouldin_score,random_state,n_clusters,options_str,config_key
AgglomerativeClustering,"{'linkage': 'single', 'metric': 'l1'}",0.4259715500186569,7.778302045114401,0.3503407255628879,,6,"{""linkage"": ""single"", ""metric"": ""l1""}","('AgglomerativeClustering', 6, '{""linkage"": ""single"", ""metric"": ""l1""}')"
