algorithm,options,silhouette_score,calinski_harabasz_score,davies_bouldin_score,random_state,n_clusters,options_str,config_key
AgglomerativeClustering,"{'linkage': 'single', 'metric': 'euclidean'}",0.23723285832462546,4.477131909719637,0.4747937192945235,,5,"{""linkage"": ""single"", ""metric"": ""euclidean""}","('AgglomerativeClustering', 5, '{""linkage"": ""single"", ""metric"": ""euclidean""}')"
