ALL_Uniq,Name_USGSO,Densità_pop,evi,eolico,eolico_std,offshore,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,superficie_res,Densità_pop_etichetta,Solar_etichetta,Wind_class,consumption_etichetta,NO_res,gdp_cons_pop_urban_merged
88505,Marajo,-0.371680408038102,0.9195136881682929,-1.3040801672719822,0.09224514951772926,0.0,0.0,0.0,0.07987406845863354,0.2958669159299906,-0.2134562427021311,-0.6842979482359023,S,M,1,XS,0,-0.13769427193764794
88506,Marajo,-0.4728199681812489,0.5051548917449749,-0.6861967938200504,0.10495514841347847,0.0,0.0,0.0,0.09281830908444984,0.8091344052925026,-0.17742004852957374,-0.1755255835220112,S,L,1,S,0,-0.11422875389979949
88509,Amazon Delta,-0.29145425515205886,0.8313734247153891,-1.202752434287167,-0.006089852797192433,0.0,0.0,0.9304844361860984,0.09512584049723219,0.40603344852246337,-0.1711103491571859,-0.6772718395168018,S,M,1,XS,0,-0.14035726991731817
88515,Marajo,-0.5109044518593898,0.7358875716292992,-1.1169140326380593,0.5315467652179447,0.0,0.0,1.0491520840625563,0.07476806305630734,0.39492273593337235,-0.20913734087460967,-1.0670050247265703,S,M,1,S,1,-0.0812054724024891
88521,Marajo,-0.7664562892281263,0.9885517286140445,-1.1817978445398083,0.28131438979756285,0.0,0.0,1.1067670442944797,0.07959835913647127,0.3123913468344461,-0.12723702376303347,-0.34664921759237394,S,M,1,XS,0,-0.15451339503646935
88529,Marajo,-0.5512984676966257,0.6732263335757133,-1.1924486709368531,0.2396905192142258,0.0,0.0,1.2570806062000144,0.07959835913647127,0.3264848747473757,-0.108689226449175,0.20519024821909262,S,M,1,XS,0,-0.18509708115229712
88533,Marajo,-0.9284010992864243,0.5835902060432415,-1.2160358542089964,0.2668727170426561,0.0,0.0,0.9496275619339901,0.07890961151902973,0.39829057232723275,-0.10613669105691559,-0.060541027192441324,S,M,1,XS,0,-0.16635162721175864
88534,Amazon Delta,-0.984091488697807,0.3863468307404576,-1.2383517491826432,0.007106632508892502,0.0,0.0,1.0442308696560723,0.08682250574704474,0.3030805711487462,-0.11267952332685237,-0.06324845761374834,S,M,1,XS,0,-0.17876820914577846
88546,Marajo,1.598508444829886,1.0681426465814594,-1.2459081189685677,0.30163719448986154,0.0,0.0,1.2853441377977681,0.05757425195954347,0.1143712042302543,-0.10162557145638453,-0.5213257397098181,L,M,1,S,0,0.9634317829069734
88550,Amazon Delta,-1.2021878217000028,0.646324630625069,-1.2056398980392014,0.07026157604273466,0.0,0.0,1.0852263737886438,0.0814240613002357,0.30740217646701445,-0.06417233561408811,0.09946862634452945,S,M,1,S,0,-0.11087213578752568
