ALL_Uniq,Name_USGSO,Densità_pop,evi,eolico,eolico_std,offshore,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,superficie_res,Densità_pop_etichetta,Solar_etichetta,Wind_class,consumption_etichetta,NO_res,gdp_cons_pop_urban_merged
88470,Marajo,-0.11609789303097462,0.8287846530473811,1.103849754159101,0.2929600101437702,0.0,0.0,1.6663609814440994,0.08481537447295848,7.882848075144453,-0.18748979552140096,-0.14987405340671198,S,L,1,XS,0,-0.1584888631833789
88474,Marajo,-0.04226158650468383,0.5734699098385622,0.8653063432653222,0.3849422056272298,0.0,0.0,1.9416864031736216,0.08481537447295848,7.765863555611287,-0.1728621438353784,-0.14562845608280148,M,M,1,XS,0,-0.18065762723283452
88476,Marajo,-0.1646867783995468,0.8744237855720961,0.7396965883738932,0.446700468755682,0.0,0.0,1.9337390212422831,0.08481537447295848,7.706724846369924,-0.16874359397672548,-0.8587349750164067,S,M,1,XS,0,-0.007606115321886993
88480,Marajo,-0.12576628729690384,0.807430477569144,1.070791923016782,0.3033394099337961,0.0,0.0,1.3966396840827842,0.08481537447295848,7.673899163405822,-0.1591182156329392,-0.10281469246758072,S,M,1,XS,0,-0.16564860628591174
88485,Marajo,-0.7573185842127386,1.1349235660576291,0.5410191608258965,0.24787207481877288,0.0,0.0,1.9349012091520055,0.07626626194057835,7.381984668656585,-0.2169865966211595,0.6967950964331578,S,M,1,XS,0,-0.13027457948109566
88487,Marajo,-0.3785545610441993,0.9646322657505431,0.8031458070081224,0.44747671228537195,0.0,0.0,0.0,0.08481537447295848,7.587698426697406,-0.14379872929185472,-0.24601248472274082,S,M,1,XS,0,-0.19478476478400775
88490,Marajo,0.10892734821904017,0.9154390159612018,0.6588171032834905,0.2598835787367335,0.0,0.0,2.403526181459441,0.09179742374304185,7.463486294796237,-0.16884864671823435,0.29342347927401213,M,M,1,XS,0,-0.07178804921041303
88502,Marajo,0.6285432786375433,1.017226732047884,0.5383126652454016,0.6386047304447061,0.0,0.0,0.0,0.08478627907974476,7.30344500176747,-0.17733285410992985,-0.42710034485795645,M,M,1,XS,0,-0.08643608196364401
88504,Marajo,-0.3178273410157557,0.7135314760334611,1.0509135439176094,0.3761463858000076,0.0,0.0,0.0,0.07659306391079418,7.501520940580247,-0.19984681918269293,-0.3596409832206892,S,M,1,XS,0,-0.186878628862338
88505,Marajo,-0.371680408038102,0.9195136881682929,0.5668535451227587,0.09224514951772926,0.0,0.0,0.0,0.07987406845863354,7.260001272003086,-0.2134562427021311,-0.6842979482359023,S,M,1,XS,0,-0.13769427193764794
